,標題,時間,作者,內文,留言作者,留言
298,[交易] 徵 / 草東沒有派對 台北場門票,Mon Jun  4 02:00:22 2018,damien1234 (戴米),"
1.徵/售/換/贈：徵

2.交易項目：草東沒有派對《如常》台北場

3.交易價格：800

4.交易時間：看您方便

5.交易地點：看您方便都行

6.備註：
徵求好心人一起去看草東
雖然知道機會很小很小 但還是希望有好心人士願意帶永遠搶不到票的我
(早上Guns n roses又殘念QQ)
如果朋友臨時有事不能去 小的非常樂意接收！

好心的大大們拜託的 小的會好好答謝您了

拜託了～～ 感激不盡

--
","['unspark', 'unspark', 'LanceHaHa', 'lord82828', 'SeanLyee', 'Sandyyanyan', 'fastener', 'ccm25', 'ghedkhl', 'Ratafia', 'blazed']","[': 一樣買不到票 幫推', ': 沒推到 再推一次！', ': 跪求+1', ': 借徵一張', ': +1求好心人QQQ', ': +1', ': 求高雄場或台北場+1', ': 跪求台北場～感謝', ': 徵代購周邊', ': 借板徵台北x1 感謝', ': 徵+1 求好心人']"
299,[交易] 售 6/8 先知瑪莉 梅雨季 兩張,Mon Jun  4 02:45:30 2018,whywhy080815 (壞壞),"
1.徵/售/換/贈：售


2.交易項目：梅雨季門票兩張


3.交易價格：500*2


4.交易時間：晚上六點後（站內討論）


5.交易地點：台北（站內討論）


6.備註：躁鬱搖滾的代表性樂團，聽他們的歌快兩年了，最喜歡的是-醉難寫的歌，每次
感情狀況不好就會拿出來聽XD 總之買了四人套票，希望可以把其中的兩張賣給想要看瑪
莉的人：）


--
",[],[]
300,[交易] 徵/草東高雄場1張+一手啤酒+開車接送,Mon Jun  4 17:16:58 2018,nightfool (傻瓜),"


1.徵/售/換/贈：徵草東高雄場1張


2.交易項目：


3.交易價格：800


4.交易時間：看你方便的時間


5.交易地點：應該是高雄，畢竟是要你帶我進場


6.備註：
再贈一手啤酒，加碼開車接送，讓你可以好好聽音樂好好喝酒好好回家，不酒駕！但是不
續攤，不要吐在我車上。

如果有人不確定會不會來，或臨時有事，我也可以排候補。


--
",['lapizazul'],[': 代駕推～可惜我沒有票QQ']
301,[問題] 無妄合作社-山頭 的歌詞,Mon Jun  4 23:24:48 2018,attackJ (),"
各位板友好
自從今年大港和爛泥發芽後
開始聽無妄的歌
但所能查到的歌詞不多
尤其是山頭的歌詞
有板友知道的嗎?
*如果可以精神分析的大師有歌詞也麻煩
 感謝

--
","['SUJO', 'xiaowei', 'k300plus', 'k300plus', 'x666771', 'johnwick9527']","[': 想知道+1', ': 只知道飄啊飄啊飄~~~XDDDD', ': 穿著工作服跳舞～ 真的聽不出來他的咬字XD', ': 應該是吧哈哈你再聽聽看', ': 怯除魔鬼與嚴寒 卻不使抗爭停歇', ': 在新專輯都出來啦！！！']"
302,[交易] 轉讓6/16 hello nico台中場門票,Tue Jun  5 01:14:08 2018,killer1119 (Silas Cn),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
                      標題分類後請加上 徵/售/換/贈
              完成交易後也請修改標題為 已徵/售出/已換/已贈
 例：[交易] 售/2375EP -完成交易後-> [交易] 售出/2375EP
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵/售/換/贈：售


2.交易項目：6/16hello nico台中場門票


3.交易價格：600


4.交易時間：站內信


5.交易地點：台中市皆可


6.備註：是雙人票的其中一張～

--
",[],[]
303,[交易] 換/ 大港雨衣大換小,Tue Jun  5 23:52:16 2018,Yanagi5566 (持續厭世中),"

1.徵/售/換/贈：換


2.交易項目：大港雨衣大件的換小件的


3.交易價格：我請你麥當當


4.交易時間：不限


5.交易地點：東海為佳


6.備註：我比想像中還矮 嗚嗚


--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
",[],[]
304,[情報] 6/22微醺音樂節@元智大學,Wed Jun  6 00:26:47 2018,suanchung (酸酸),"
2018 / 6 / 22
由元智大學藝設系大一的同學創立
結合音樂演出x藝術表演x文創市集
-

仲夏之夜
讓我們帶著一杯名為音樂的調酒
和這個學期告別
青春正好，等你來到

-

演出嘉賓：

告五人
脆弱少女組
88顆芭樂籽
沙西米

D. ｜2018 .6. 22.（Fri）5:oo p.m.（市集開始）
7:oo p.m.（正式演出）-1o:oo p.m.
L. ｜元智大學 七館旁草地
（桃園市中壢區遠東路135號）

票價 ｜ 150NT   請先填寫表單預約時間領票
相關連結:
https://goo.gl/6cXhK6 (粉絲專頁)
https://goo.gl/DaUc59 (售票方式)

--
","['xiaowei', 'gigisteve', 'gigisteve']","[': 150好佛', ': 竟然有脆弱少女組!!! (修澤<3', ': 但元智好遠...從泰山騎機車不知道要多久']"
305,[情報] 6/9 搖滾遶境 龍潭場,Wed Jun  6 20:13:54 2018,xiaowei (冷夜),"
https://tinyurl.com/y8zlunvg


時間：6/9(六) 16:00起
地點：龍潭運動公園

FREE

　　
17:00  SADOG
17:35  The Roadside Inn
18:10  三十萬年老虎鉗
18:45  神棍樂團 ZenKwun
19:20  Trash
19:55  血肉果汁機
20:30  董事長樂團


--
",['ai791016'],[': 好想去 可是衝到畢典…']
306,[交易] 徵/先知瑪麗一張,Fri Jun  8 12:05:13 2018,Jimnew (Jim),"
1.徵：先知瑪麗四人套票


2.交易項目：四人套票一張


3.交易價格：500


4.交易時間：現場面交


5.交易地點：現場面交


6.備註：


--
","['ccm25', 'Jimnew', 'Jimnew']","[': 已站內', ': 當晚PTT維修 還好之前有回私訊給一位好心人LINE 所以順利', ': 進場']"
307,[情報] 6/12中山醫藝術季-告五人,Sat Jun  9 01:21:00 2018,yep666 (胖仔),"
2018/6/12
由中山醫藝術季同學共同舉辦
告五人表演及演講活動！
不用任何票價，免費讓你享受2個小時的告五人～
-
有別以往單純表演，這次中山醫藝術季，告五人將在演出後與大家談心座談～

「我會披星戴月的想你/我會奮不顧身的前進」
愛在夏天，在音樂，也在中山醫藝術季。

-

Date l 6/12 (二）
Time l 19:00 (18:30入場）
Place l中山醫實驗大樓一樓

報名表單：https://goo.gl/Lrj8S3

--
","['blacksword08', 'Yanagi5566', 'gigisteve', 'wqe4r3sdf']","[': 哇講座推個', ': 哇前母校給噓', ': 告五人超讚的啦！！！話說樓上？！', ': 報名成功才能入場？或是報講座？']"
308,[交易] 售/after hours 一張,Sat Jun  9 09:58:53 2018,pachipachi (),"



1.徵/售/換/贈：
售

2.交易項目：
6/10 After Hours

3.交易價格：
預售價 $2200

4.交易時間：
站內信


5.交易地點：
高雄地區皆可


6.備註：
面交為主

--
",[],[]
309,[徵求] 11/10 拍謝少年@ThERE 湊票,Sat Jun  9 12:10:59 2018,swajiro (襪),"
11/10 拍謝少年 @ ThERE

想找也想一起湊四人套票的朋友

目前兩張，所以要找另外兩張

以要兩張的朋友為優先

謝謝 意者站內

goo.gl/YLDWBp


--
","['xiaowei', 'Ynyn247']","[': 已現場買單人票 (撞期的愛愛搖滾早鳥票有人要收嗎QQ)', ': 樓上愛愛別賣ㄚ……']"
310,[閒聊] 草東 隔牆有耳 台北場,Sat Jun  9 16:44:03 2018,LanceHaHa (Dubsteplife),"
如題
請問現在有板友在那邊了嗎
怎麼辦我現在超級猶豫
可是又很想賭一個跟台中場一樣出來表演
到底要不要衝一波
可是又怕到那邊尷尬一波
求滅火

--
","['heis2841u04', 'CKSCleader', 'CKSCleader', 'LanceHaHa', 'std92121', 'hankower', 'lord82828', 'sweet0108', 'BAAAM', 'hankower', 'mayflumpool', 'hankower', 'noshortcut4u', 'mayflumpool', 'CKSCleader', 'lord82828', 'wally840503', 'wally840503', 'hankower', 's916813', 'HELEN94729', 'donburi', 'a05031113', 'jeudionemore', 'ck10200503', 'culturesky', 'becky0300', 'simanman', 'hankower', 'NouTsan', 'NouTsan', 'NouTsan']","[': 台中場那個是認真的還是唬爛的', ': 彩排聲音蠻清楚的', ': 台北Legacy隔音品質名不虛傳', ': 回樓上 這樣很好啊XD', ': 正在現場 沒搶到票 等開場表演', ': 我也在現場 漏好漏滿XD', ': 真的很清楚哈哈', ': 正在彩排場外非常清楚', ': 四周幾乎都聽得到聲音XD 而且邊邊也蠻多人的', ': 原來是板聚阿？！', ': 我跟朋友在旁邊煮火鍋！', ': 你們是在遠方小山丘嗎？', ': 台北在外面應該就玩很開心了吧 隔音很厲害的', ': 對喔！', ': 喔喔喔喔喔爽', ': 跑出來了', ': 結束了？！', ': 歌單感覺跟台中場一樣', ': 台下唱情歌也一樣', ': 今天很多人欸感覺比在裡面好玩', ': 外面很好玩XDDD', ': 在裡面可以聽到外面歡呼聲 外面真的嗨', ': 一出來看到外面不知道在ㄎㄧㄤ什麼xDDD', ': 超ㄎㄧㄤ超好玩啊！！！', ': 感覺外面比裡面好玩XD', ': 外面比裡面好玩！嗚嗚 現在大家都不撞了', ': 有小撞山海跟另一首忘了XD', ': 外面真的鬧哈哈', ': 大風吹跟山海', ': 題外有人注意到如常的曲跟之前在山羊飯館的浴室同一首嗎', ': 之前在山羊飯館cover浴室的時候彈的跟台北場如常幾乎一樣', ': 那天聽到覺得一定在哪聽過，原來是在cover浴室的時候...']"
311,[閒聊] 今日甘噪祭的小心得,Sat Jun  9 21:15:26 2018,z0337187 (陳大頭),"
除了天氣熱沒什麼可挑剔的
主聽
V&H ，ゲシュタルト乙女
茄子蛋，甜約翰
主要是想到以前常常衝日團
不但票超貴，往往場地爛，音場更爛
今天站了整天，換團以及調音和音場
一弄就是20.30分
還在觀眾面前弄
畢竟看專場都事先調完了
大家也都坐著看他們弄
其實滿有趣的

重點是成果就是很棒
包括主唱各個樂器該大聲該小聲
真的是屌打我看過的所有日團
尤其是茄子蛋的時候
主唱的幽默加上全部的觀眾的氛圍
真的只有舒服能形容

我也是近期才開始跟台灣的獨立樂團
真的很棒!!!
又近又便宜

不說了
甜約翰開始了
Bye


--
","['ashianQQ', 'ashianQQ', 'fordayever', 'asd123', 'asd123', 'asd123', 'yujuhuang2', 'leiwen89', 'hamu123', 'sissy27', 'Ocashi', 'tony4x1', 'fred5566a', 'fred5566a', 'lichen2', 'ann432one0', 'wqe4r3sdf', 'iamintrovert', 'iamintrovert', 'peowe161', 'muds', 'ronnyvvang', 'NouTsan', 'ronnyvvang']","[': 我每次聽非主流的團的時候，大家好像都會自己唱自己的餒', ': xD', ': 跟著唱滿正常的 今天拍謝超爽', ': 超爽', ': 周邊很可愛！！！', ': 覺得活動展區蠻特別的', ': 那個展區真的很特別', ': 拍謝少年應該整場都在大合唱吧哈哈哈', ': 覺得VH鼓太大聲vocal太小聲', ': 拍謝少年真的好爽QQ', ': 跟著唱有錯嗎XDD  ???', ': 茄子蛋講那個crazy friday 超像超好笑', ': VH vocal都聽不到 幸好後面戶外場有改善', ': 我覺得嗨歌或是台上有cue跟著唱 有些慢歌一直跟多少真', ': 展區超可愛！！表演真的很爽，但看到工作人員抽菸超傻眼=', ': 茄子蛋超嗨！！！整個音樂祭的感覺都很棒', ': 某日團:我表演就是要看你們反應阿 要聽回家聽CD', ': 跟著唱本來就很正常好嗎', ': 這樣表演者也會更有興致', ': 你也一起跟著唱啊', ': 你可能沒聽康士坦，全場從頭唱到尾', ': 甘噪祭找幾組後搖團 不用跟著唱', ': 跟著唱然後在高潮放槍就 有一點雷 吧? 嗎? 純粹疑問QQ', ': 霧虹唱跳吧跳吧 台下沒動靜有點意外']"
312,[交易] 徵 empty orio 6/17高雄場,Sun Jun 10 00:17:33 2018,YAKIOAO (),"


1.徵/售/換/贈：徵


2.交易項目：empty orio 6/17高雄場兩張


3.交易價格：500*2


4.交易時間：開演前QQ


5.交易地點：台中、嘉義場也會去 面交郵寄都方便QQ


6.備註：想說晚點再買結果就完售了
超級難過 原本想巡迴5場都去的......
希望可以徵的到嗚嗚 麻煩了


--
",[],[]
313,[交易] 售/Empty ORio巡迴高雄場*1,Sun Jun 10 01:25:24 2018,fantasyever (好好活著),"

1.徵/售/換/贈：售


2.交易項目：6/17Empty ORio巡迴高雄場一張


3.交易價格：500+30(取票手續)


4.交易時間.地點：站內信

-----
Sent from JPTT on my HTC_M10h.

--
",[],[]
314,[心得] 沒一起參加的甘噪祭,Sun Jun 10 11:22:11 2018,persuer (persuer),"

321巷的市集很美
但是場地有點小
最後決定不見你了
所以我沒進去聽
你打電話來
我也只能看著來電顯示哭
你說希望我們往前走
我會好好走的
分手後果然還是不要聯絡的好
才好的比較快



-----
Sent from JPTT on my Sony G8142.

--
","['sissy27', 'unspark', 'ringohejia', 'Amber14', 'Yanagi5566', 'peowe161', 'chocolate514', 'persuer', 'z0337187', 'z0337187', 'lxy8651', 'lxy8651']","[': 得啦幹 幫QQ', ': 不哭不哭 我幫你QQ', ': FB逆啦？  幫QQ', ': 不哭不哭', ': 這篇站方不會給獎金的啦 但幫QQ', ': QQ 下次你再跟別人去', ': 臭阿寶', ': QAQ', ': 這次我也是自己一個人，可惜另一半不在了，朋友也沒有', ': 跟樂團的，一直都是自己去看，下次一起去阿XD', ': 不哭不哭 眼淚是蜘蛛', ': 把甘噪忘了吧... 走啦我們一起去覺醒 ((硬要牽']"
315,[心得] 桃園鐵玫瑰龍潭場,Sun Jun 10 13:07:47 2018,susukkk (素素),"
昨天桃園鐵玫瑰開跑了！
這次陣容真的都滿強
雖然前一天才去完東吳看厭世跟拍謝
今天還是要衝去龍潭看董事長跟血肉啊！
場地在運動公園的操場
看到舞台我真的嚇到了
桃園市花錢完全不手軟耶
舞台超大，還有拱門XD
附近也有看表演不能少的小市集跟小夜市
覺得很開心！！

各樂團表演也都很用心
雖然血肉新豬頭還是看得有點不習慣QQ
久違看到董事長真的超開心
還有請來三太子一起表演！
居民都看得好開心
真是用心一百分～～～

雖然有些朋友會說這個活動免費
不太尊重樂團表演者之類
但我昨天去了之後真的看到附近很多居民
爸爸帶女兒，阿嬤帶孫子全家大小一起來
應該也是滿好的一個推廣吧～
而且文燦應該還是有好好地付樂團表演費啦
運作我不太清楚，純粹自己的想法而已～

接下來鐵玫瑰還有幾場表演
歡迎大家來玩喔～
附上昨天拍的唯一一張董事長
（沒拍到三太子QQ）
https://i.imgur.com/fdq15gE.jpg

--
","['xiaowei', 'jack91303', 'alice645845', 'Hkenty', 'Hkenty', 'SUJO', 'xiaowei', 'enzyme', 'john0liang']","[': 東吳接龍潭+1，是昨天有打招呼的虱目魚女孩嗎?XD', ': 真的不錯 龍潭人推個！！', ': 龍潭人沒辦法回去看the roadside inn QQ', ': 推！血肉的時候有個小朋友想擠往前看，我站在他旁邊，超猶', ': 豫要不要把他拉遠www', ': 下次主辦單位應該發注意事項給沒看過他們現場的人XD', ': 血肉開場前有勸導幾對帶小孩的家長遠離前面XD', ': 想在裡面野餐XD 太危險', ': 推心得。']"
316,[情報] Leshia樂夏『盛夏。巡樂』(新竹場),Sun Jun 10 14:23:17 2018,OscarJeff (藝術與城市),"
LESHIA樂夏【盛夏。巡樂】

14th Stop

地點：江山藝改所
時間；6/10 (日) 16:00-17:00
地址：新竹市東區興達街1號

＊＊＊＊＊＊低消入場＊＊＊＊＊＊

印尼小野麗莎 LESHIA樂夏
『盛夏。巡樂』全台跳蛙巡演

一個隨性的想法、一把吉他、一顆木箱鼓，便踏上音樂的旅程。在這夏天來臨前的舒服季
節，做任何事都感覺充滿活力與期待…
「來場輕巡演吧！」

Leshia樂夏，來自印尼的華裔創作歌手，2014年參加歌唱選秀比賽嶄露頭角，直到2017年
末才發行「Leshia樂夏」首張同名全創作專輯，期間在大台北地區數場live演出，無保留
地分享她的音樂創作，獲得廣大的廻響。帶點腔調的中文，成了她的魅力之處，再加上獨
特、清澈的嗓音，帶點南洋民謠的音樂風格，征服了許多樂迷的耳朵。

自發片以來，樂夏的工作邀約不斷，為了回報歌迷的熱情，樂夏將於2018初夏展開一系列
與樂迷近距離互動行程。活動從五月開始起跑，進行北、中、南三大城市巡演，演出時間
史無前例的長達二個月，初夏一直走到盛夏，樂夏將穿梭各個城市，與你一起分享她的音
樂生活。

活動頁面：https://www.facebook.com/events/345694682620752/

--
",['icefire'],[': 太晚看到']
317,[交易] 徵 6/16 HelloNico 台中場 ,Mon Jun 11 10:09:58 2018,totoioio (eisley),"

1.徵/售/換/贈：徵徵徵


2.交易項目：6/16 HelloNico 台中場x1


3.交易價格：600 （希望可以徵到雙人套票的其中一張QQ)


4.交易時間：任意


5.交易地點：台北可面交～或任何您方便的方式


6.備註：希望有人可以割愛！謝謝QQ


--
",['john0liang'],[': 已寄信。']
318,[交易] 徵 草東沒有派對 高雄場,Mon Jun 11 15:26:07 2018,harwei0728 (harweiisgod),"

1.徵/售/換/贈：徵

2.交易項目：草東沒有派對《如常》高雄場

3.交易價格：800

4.交易時間：看你方便

5.交易地點：看你方便都行

6.備註：

那天搶票的時候睡過頭了....但是真的很想聽草東啊啊啊！！希望有有緣人剛好那天有其他

-----
Sent from JPTT on my Sony E6853.

--
","['LanceHaHa', 'wwwwwei19', 'lab101', 'OJO11', 'john0liang', 'unspark']","[': 求+1 QAQ', ': 走啦帶你', ': 借標題，跪求兩張高雄場，價格好說!!拜託惹><', ': 求票+1', ': 你怎麼標題寫高雄，內文是台北。 XDDD', ': 我也睡過頭QQ']"
319,[交易] 售/宇宙人7/13高雄場 一張,Mon Jun 11 17:38:50 2018,percyceath (derrick),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
                      標題分類後請加上 徵/售/換/贈
              完成交易後也請修改標題為 已徵/售出/已換/已贈
 例：[交易] 售/2375EP -完成交易後-> [交易] 售出/2375EP
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵/售/換/贈：售


2.交易項目：宇宙人7/13高雄場一張


3.交易價格：1000


4.交易時間：站內信聯絡


5.交易地點：面交台北、寄送店到店免運費


6.備註：沒假可請去不了QQ

--
",[],[]
320,[閒聊] 想找一起看威卡的朋友,Mon Jun 11 23:09:16 2018,lapizazul (藍鉛筆),"
各位版友好～
這次自己先衝一發訂了威卡三日券，結果身邊朋友沒人跟團的

想請問有人也是自己去的嗎？想要找一起聽音樂，但隨時可拆夥的朋友：）

補充：
這次最想聽的團
Deca joins, Hello Nico, 三色堇, Sunset Rollercaster

有興趣的一起的可推文或站內～～

--
","['CreeperC', 'hamu123', 'tk930732', 'ghost811203', 'mike1219', 'vxior', 'john0liang', 'john0liang', 'john0liang', 'joane5417', 'AngryYouth', 'AngryYouth', 'tommycty84', 'nina430tw', 'greenruler', 'greenruler', 'Yanagi5566', 'xiaowei', 'biseased', 'lyukuo', 'leleMDF', 'simoncat224', 'Amber14', 'Amber14', 'jeudionemore', 'Slashing', 'ringohejia', 'std92121', 'op1213', 'Slashing', 'clien7498', 'Jimnew', 'std92121', 'blueriverya', 'patrickchang']","[': +1 一起去看deca joins吧～', ': 沒買到票QQ', ': 一個人++ 還在找住宿呢QQ 背包客都滿了冏', ': 一個人+1QQ', ': 一個人+1', ': 推落日飛車', ': Line群組低調覺醒中！', ': https://line.me/R/ti/g/r5BgRVoGZn', ': 我不會去就是，目前裡面只有我。', ': +1', ': 我以為音樂祭是認親大會', ': 一個人也ㄅ算一個人', ': +1，雖然我們已經有一團人了但是歡迎以前玩', ': 居然有這麼多一個人的！', ': +1 每年都自己看QQ', ': 自己看缺點就是衝撞撞到快中暑沒有人可以救你', ': 音樂祭不是同學會嗎哈哈哈', ': 自己去+1，不過有幾個朋友應該會在音樂祭巧遇XD', ': 什麼音樂祭都是自己去', ': 一個人+1哭哭', ': 我嗚嗚嗚嗚嗚', ': 想聽deca', ': 或許大家可以現場碰面，就不會只有一個人了！', ': 落日飛車+1', ': 想聽deca跟落日!', ': 1ㄍ人74欸4蠻豪玩ㄉ= =', ': 原本是一個人+1  XD', ': 公佈有萬青以後想去了，不過之前沒去過，沒經驗', ': 一個人+1 QQ', ': ㄇㄉ勒，公佈萬青害我後悔賣票ㄌ甘', ': 有朋友會去 但只想自己看', ': +1 alone stay', ': 決定還是參加 一個人+1', ': 一個人+1', ': 一個人too!']"
321,[交易] 已售出 Hello Nice《慢慢，而遠》 6/15台北場,Tue Jun 12 01:34:43 2018,Apsarases (Apsarases),"1.徵/售/換/贈：售

2.交易項目：Hello Nice《慢慢，而遠》台北場

3.交易價格：600

4.交易時間：6/15

5.交易地點：台北捷運or松山區

6.備註：面交時間僅中午1200-1400，若當日再面交也可以，可來信討論

--
",['zxy513496'],[': 幾張啊']
322,Re: [問題] 無妄合作社-山頭 的歌詞,Tue Jun 12 10:43:39 2018,X270 (洩卸下冰南),"
","['k300plus', 'k300plus', 'lord82828', 'xiaowei', 'kkee515', 'p10218', 'attackJ']","[': 推推 超愛這首 這周末6/16 pipe有他們表演XD', ': 有也是一個人的板友嗎', ': 我也是禮拜六一個人去 為了無妄去的', ': 周六pipe+1，應該啦XD', ': 乾很好聽歐。', ': 原po太強了！', ': 謝謝原波']"
323,[問題] 草東入場問題,Tue Jun 12 23:44:36 2018,oooo400 (瓜子),"
忘記高雄場撞到威卡了
買了兩張票，名字是我
也約了朋友去看

驗票真的都會很嚴格的查驗身份嗎
如果提供雙雙證件有沒有辦法讓他進場QQ
連戶口名簿之類的都給驗票的行不行QQ

嗚嗚嗚嗚嗚

--
","['mayflumpool', 'mayflumpool', 'sweet0108', 'sweet0108', 'fish510468', 'fish510468', 'fish510468', 'LanceHaHa', 'unicorn86', 'NouTsan', 'ken60816', 'bluexox', 'tk930732', 'tk930732', 'Yanagi5566', 'SUJO', 'WERGGC', 'nina430tw', 't124222210', 'chdc', 'ringohejia', 't124222210', 'ever25520', 'Fanlic', 'Fanlic', 'plusona', 'asd601023', 'esther88815', 'beahealer']","[': 主購者不在 同伴無法進去 看你要退票 衝一波 還是賣', ': 威卡票ㄌ～（坐等威卡票（（疑', ': 驗票是嚴格的，所以主購者一定得在場，不然同行的朋友', ': 是肯定無法進場的', ': 驗票真的滿嚴格 我台中場拿自己的健保卡被說不像要背', ': 基本資料 重點是明明就很像QQ', ': 重點是我就是本人啦', ': 我可以幫你進去:)', ': 帶我進去帶我進去', ': 完全實名+本人吧，台北場拿身分證也是問了雙親+身分證', ': 被問父母姓名+身分證字號+出生年月日+生肖(需要到這樣?', ': 票卷版有人撞期賣威卡了xdd', ': 拿健保卡被要求看其他證件，剛出國回來什麼證件都沒帶啊', ': ，最後看學生證，重點是我健保卡也不是小時候照片啊', ': 可以寫信跟主辦單位說明 主辦辦事很貼心的', ': 驗票的是故意要讓大家更厭世嗎', ': 當晚衝高雄去看其他時間威卡啊 嘉義高雄這麼近', ': 推樓上，熱血一波啊，你以為明年還能兩場都搶到嗎(咦', ': 誠心問能帶人進去後再自行退場嗎@[email\xa0protected]', ': 帶人驗完票蓋完章就能閃了 入場只看票+章', ': 晚上六點火車回高雄  衝啊', ': 感謝c大 xd', ': 這麼嚴格，我只能退票了QQ', ': 分開輸入不同人就會出現各種代搶代買吧 到時候又會有人不', ': 爽不能跟朋友一起去看 個人覺得一名綁兩人已經比較好了', ': 分開輸入不同人就沒意義了吧', ': 覺得這樣子比有機會賣給黃牛好很多欸', ': 驗票滿嚴的 當初問父母姓名 身分證號碼', ': 跟你同樣的問題']"
324,[交易] 售 929新專輯Live巡迴 06/23 the wall,Wed Jun 13 13:11:44 2018,abc6830305 (鍾文 Nix ),"

1.徵/售/換/贈：售


2.交易項目： 929 樂團「生鏽的夢」新專輯演唱會
             台北場 6/23 20:00 公館 The Wall

3.交易價格： 原價500/張、售價400/張 or 700/兩張


4.交易時間： 此活動為活動當天取票，大約17:00公館面交


5.交易地點： 捷運公館站


6.備註： 聯絡請站內信


--
",[],[]
325,[情報] 2018淡水漁人舞台 節目表,Wed Jun 13 19:13:54 2018,xiaowei (冷夜),"
https://tour.ntpc.gov.tw/zh-tw/ContentPage/List?wnd_id=311


「2018淡水漁人舞台｣ 節目表



6/23(六)
恰吉、脫拉庫

6/24(日)
蓋米美樂達、Tonic 5

6/30(六)
金子兄弟+湯捷(品格教育)、Yella Crew/BR(人人有功練)

7/1(日)
梭哈樂團、桑梅絹

7/7(六)
激膚、台客電力公司

7/8(日)
miru白明光、陳建年

7/14(六)
脆弱少女組、Jindowin筋斗雲

7/15(日)
遊樂樂團、城市雨人

7/21(六)
Alisinngai阿修、美秀集團

7/22(日)
DJ Theory、Skyline Jazz band

8/4(六)
Nokey Band、茄子蛋

8/5(日)
Oh Oh Nex、冰球樂團

8/11(六)
重金屬之夜

8/12(日)
淺規則、五五身樂團

8/25(六)
鱷魚樂團、Boxing樂團

8/26(日)
非人物種、88顆芭樂籽


--
","['xiaowei', 'xiaowei']","[': 中間空了二週應該是海祭及台北河岸音樂季的關係', ': 重金屬之夜還沒公布陣容，可能要等之後再看玩閱誌那邊了']"
326,[情報] 桃園鐵玫瑰熱音賞 7/21(六) 7/22(日),Wed Jun 13 23:13:02 2018,ai791016 (circle),"
活動時間:7/21(六)、7/22(日)下午2點~晚上9點半
活動地點:桃園藝文展演中心


7/21超強卡司
遊樂 Amuse
梭哈 ShowHand
晨曦光廊-Sun Of Morning
Vincent Hsu 徐崇育 & 【Soy La Ley】古巴爵士樂團 Afro-Cuban Jazz Band
柯智棠
SandeeChan．陳珊妮 公主粉絲團
Suming 舒米恩
　　　　
7/22超強卡司：
Bazaar Mideast Jazz
雀斑樂團 Freckles
隨性 Random
Julia Wu 吳卓源
廖文強
府城流浪漢 － 謝銘祐
魏如萱 waa wei


想去7/22的場哈哈

出處:
https://www.facebook.com/afmc.ironrose/

--
","['chihyunnn', 'dOuOd', 'SUJO', 'Yanagi5566', 'ghedkhl', 'susukkk', 'gigisteve']","[': 我也要去722', ': Wawa', ': 類型好廣', ': 雀斑！！', ': 推  去都去', ': 在桃園聽晨曦最幸福了', ': 晨曦光廊啊啊啊!!!!!!!!! (尖叫']"
327,[交易] 售/夜貓組-夜貓出頭天6/30永豐Legacy,Thu Jun 14 13:49:46 2018,amber0030 (amber),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範

                      標題分類後請加上 徵/售/換/贈


1.徵/售/換/贈：售


2.交易項目：夜貓組-夜貓出頭天


3.交易價格：原價777+30元*取票手續費(可議)


4.交易時間：6/20前


5.交易地點：捷運站面交(可站內信討論)


6.備註：朋友臨時需要加班，無法到現場，求好心人收票


--
",[],[]
328,[交易] 售/6.16 Hello Nico 台中場,Thu Jun 14 21:19:37 2018,moment17 (Everything will flow.),"

1.徵/售/換/贈：售


2.交易項目： 台中場 6/16 Hello Nico


3.交易價格： 原價800/張、售價600/張


4.交易時間： 轉帳


5.交易地點： 超商尚未取票，會提供序號


6.備註： 聯絡請站內信

--
",[],[]
329,[交易] 已售出 06/16 Hello Nico 臺中場,Fri Jun 15 00:00:43 2018,JErryZX (),"

1.徵/售/換/贈：售


2.交易項目：Hello Nico《慢慢，而遠》巡演 2018 臺中場


3.交易價格：600


4.交易時間：你方便我方便


5.交易地點：臺中可面交


6.備註：多買一張，希望有緣人把它帶走（或是一起去看？）

        站內站內！＿


--
",[],[]
