,標題,時間,作者,內文,留言作者,留言
43,[自介] ,Mon Apr 18 03:04:33 2016,holishing (),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
--

1. 唉滴： holishing


2. 星座： Virgo


3. 喜歡的樂手或樂團： katncandix2


4. 喜歡的歌曲： 欠一個勇敢、B612、怎麼說呢、…(還有好多Orz
5. 何時接觸非主流： 第一次認真去接觸與找歌聽、去嘗試了解是從棉花糖開始

                    後來從他們獨立音樂圈互相介紹與分享開始，聽到更多

                    自己原本不曾接觸，卻可以讓自己感覺到一種神奇feeling

                    的非主流音樂。也從中知道走這條路是需要相當大的勇氣與

                    粉絲觀眾們的支持的。


6. 想說的話： 聽的不只是音樂，更是傾聽一個個樂團的故事與他們所想要帶給大家的。

              謝謝一切的緣分能讓自己來這個板聆聽更多不一樣且優質的聲音

              也期待之後能在這個板上找到更多令自己驚豔的聲音XD

              (話說自己滑臉書時也常常看到有同學follow這方面的消息耶～^^


                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--

Sent from PttChrome on my Windows

--
","['Yanagi5566', 'bsw555', 'holishing', 'Yanagi5566', 'rrr518', 'holishing']","[': 來自城市的溫柔ˊˇˋ', ': 為什麼很多板都會看到你xD', ': 有很多板嗎XD', ': 有超多的...還是我們逛的都差不多-3-', ': ㄤㄤ~~', ': XD ～^ ^～']"
44,[問題] 有沒有夜空中最亮的星的卦,Mon Apr 18 12:05:06 2016,mibwithray (東別沒有派對),"
從2013這首歌上架以來就在街聲排行榜有著不可撼動的地位

這首歌真的超好聽的無可挑剔

但這首歌為什麼可以在排行榜那麼久

有卦ㄇo'_'o

--
推 mibwithray: 黑鮪魚呢08/05 22:46
推 KEKEKUO: 黑鮪魚呢08/05 22:49
推 Ommmmmm5566: 黑鮪魚呢08/05 23:20

--
","['mibwithray', 'KEKEKUO', 'Ommmmmm5566', 'a102203028', 'xd8877940', 'bsw555', 'hiyida', 'MollyChen', 'tonyandshe', 'tonyandshe']","[': 黑鮪魚呢', ': 黑鮪魚呢', ': 黑鮪魚呢', ': 好聽啊', ': 因為超好聽', ': 很好聽', ': 好聽 而且沒什麼歌打的下來', ': 神好聽！！', ': 吵好聽～', ': 錯字 超好聽～']"
45,[公告] 那一天，我開始獨立 徵文比賽!!!!!!,Mon Apr 18 13:57:42 2016,Yanagi5566 (奶姬56),"
非主流音樂版五月徵文比賽

為了慶祝大家期中告一段落(o) 順便預祝母親節到來(x)

我們要舉辦徵文比賽啦啦啦

主題是~~ ""那一天，我開始獨立""

內容敘述自己開始接觸獨立音樂的故事

分類請自行使用 [徵文]

標題不限但請切合主題不然獎金下不來QmQ

徵稿時間!! 5/1~5/14為期兩周

投票時間從 5/15~21為期一周



獎勵一定要啊~   第一名：25000P
                第二名：15000P
                第三名：10000P
                第四名：6000P
                第五名：4000P
                第六名到第十名：每人1000P
                此外獎勵發文者每人激勵獎金500P(預計發10人)
                若參與人數在15人(或以內)則改為每人2500P

                EX:若參與人數10人(或15人內)，則取消1~10名獎勵及前十位500P的
                   發文獎勵改發每人2500P


未來每個月都還會有活動ˊˇˋ

謝謝大家~~





                                                                     Yanagi5566
                                                           18.APR.16

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['YCYShu', 'lturtsamuel', 'mibwithray']","[': 推！期中完來想想XD', "": 可以寫血肉果汁機或土匪亡靈嗎o'_'o"", "": 可以啊o'_'o""]"
46,[分享] 超犀利趴 臉書,Mon Apr 18 14:39:51 2016,Yanagi5566 (奶姬56),"
【超犀利趴7-首波陣容公佈】

SUPER SLIPPA
2016 TAIPEI SUPER SUMMER MUSIC FESTIVAL
7/29、30、[email protected] Nangang Exhibition Center
無國界三大舞台x 無極限音樂高手x無距離南港展覽館

http://i.imgur.com/Y9e3UTs.jpg




--
        ■■■  ■■■■■  ■■■  ■■■■■  ■  ■  ■■■  ■  ■■■ 
■  ■  ■  ■  ■  ■      ■  ■  ■  ■  ■  ■   ■  ■ 
■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■  ■  ■■■  ■  ■ 
■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■ 
■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■■■  ■■■  ■  ■■■ 
 視聽劇場 →Music_World →Music_Area →nmsmusic

--
","['Zundel', 'Yanagi5566', 'Kaverson', 'yaGaga', 'jacky336', 'tracy25', 'min0718s', 'Satsuki0924', 'cloudylove']","[': [Alexandros]!', ': 我也先看到［Alexandros］的ㄏㄏ今年很猛', ': 瘋女人!', ': 哈哈我本來想說從五月天版轉過來XD', ': 連巴奈&那布都有耶', ': 看到[A]就知道要破財了 不過還是希望台灣有one man', ': 有傷心欲絕耶好意外', ': [Alexandros]!!!', ': 傷心欲絕好意外+1']"
47,[自介] blueskymaple,Tue Apr 19 00:43:51 2016,blueskymaple (♥藍♥天♥),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪


1. 唉滴：blueskymaple


2. 暱稱：藍天


3. 星座：天秤


4. 喜歡的樂手或樂團：  目前備考期間喜歡Frande，Hello Nico，那我懂你意思了，落日
飛車還有脆樂團，隨著心情狀況一直在更換(誒

5. 喜歡的歌曲：
(還在讀書，所以先一團推薦一首)
Crispy_100分
https://youtu.be/V3SbZKjCUWE
Frande_輓歌
https://youtu.be/wepNMmoUi3U
那我懂你意思了_很幼稚嗎
https://youtu.be/nSmcSLsJSKo
輕晨電_法國片
https://youtu.be/TYbhdzPFpKA
魏如萱_世界末日的某個角落
https://youtu.be/UvM0U3YXyMo
棉花糖_一朵徽章
https://youtu.be/fIQxc_0xEE4
Hello Nico_用靈魂交換肌膚之上
https://youtu.be/jjxh_WKcVQM
黃玠瑋_親愛的你聽見了嗎
https://youtu.be/EJ6fQZvB_UY
落日飛車_Bomb of love
https://youtu.be/JjbcrCsx3n4
猛虎巧克力_不再是少年
https://youtu.be/HXf74fxcC7o

6. 何時接觸非主流：
高一，因為100個太陽月亮關注棉花糖XD 之後愛上向晚的迷途指南，入坑時間很短

7. 想說的話：
感覺寫的很不完整…不過要睡覺了=3=
我聽歌的壞習慣是水管隨機聽個一分鐘就決定喜不喜歡，後來有下載街聲才慢慢改過來。
同學說我聽的歌風格都很接近OwO
很少偏好哪一團的歌，但有些團有發表就一定會去試聽～
希望可以在這裡找到更多喜愛的歌曲，像是前幾天生命樹超讚>///<
未來想要瘋狂地去聽現場！！！


                   ■           ■
                   ■     ■■■■■■■■       ■
  └─┘ ■■■  ■ ■ ■   ■■■   ■
   ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
 ■■■  ■■■  ■■       │─│   ■ ■■■   ■
 ■  ■      ■ ■ ■  ■  │  ■■■
 ■■■  ■■■  ■■ ■ ■ ■■■■ ■
 ■  ■ ■ ■ ■    ■   ■■■■■■
 ■■■  ■■ ■ ■ ■    ■ ■
 ■ ■ ■ ■■■■    ■  ■  ■
 ■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['Yanagi5566', 'mibwithray', 'Satsuki0924', 'rrr518']","[': 我也是高一棉花糖入坑 指考加油ˊˇˋ', ': 我從中興回來也開始改推用靈魂交換肌膚之上', ': 生命樹超棒的+1!!!', ': 馬猴燒酒 ><']"
48,[自介] yaGaga,Tue Apr 19 04:07:03 2016,yaGaga (嘎嘎Gaga*),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：yaGaga


2. 暱稱：嘎嘎 / gaga


3. 星座：獅子座


4. 喜歡的樂手或樂團：

寫國內的就好了不然不曉得會寫到什麼時候QQ

五月天 怪獸 / 滅火器 宇辰 / 四分衛 虎神 / 1976 大麻 阿凱 / 草東沒有派對 筑筑 /
棉花糖 / 非人物種 / 那我懂你意思了 / 宇宙人 / 槍擊潑辣 / 拾參 / 亂彈 / 五五身 /
Tizzy Bac / Hush! / 脫拉庫 / 董事長 / 傷心欲絕 / 土匪亡靈 / 血肉果汁機...

好吧...好像還是寫不完哈哈哈～～
我聽的類型應該算蠻廣的，但大部分要喜歡還是要聽過Live！
通常最吸引我的是吉他手，喜歡的樂手在自己面前solo最棒了QQ <3

5. 喜歡的歌曲：

五月天-軋車
https://youtu.be/FZeF3VQFH5Y
純粹是今天剛好複習這版本的MV所以拿來貼一下xD

滅火器-最後兩禮拜
https://youtu.be/UHmNDl5RLLE
這首前奏就對到我胃口了超爽～～～

滅火器-十字路口
https://youtu.be/BO5LQYL3CKM
發新專輯就私心再貼一首
重新編曲後傳遞的心情跟「菜鳥」主題曲不太一樣，可以聽看看:D
https://youtu.be/DRuyCTbyLN8

四分衛-魔毯
https://youtu.be/t2r4he4CH78
2012年五團歌迷錄製Live版，這首也是好感度Live大於專輯，很有感覺～～
（雖然我為了這首還特地想辦法收了EP 哈）

1976-陽光男孩躁鬱症
https://youtu.be/-gxbC-5ZuHI
每次看76的現場都會想：「啊！跟76活在同一個年代真是太好了。」

草東沒有派對-艾瑪 Emma
https://youtu.be/7DpHFAGGoR0
去年發條音樂節第一次聽現場覺得很強，年底的巨獸真的超級好玩啊！！！
雖然地上很多不能站的大石頭，但大家還是在頭頂飛來飛去xDDD

棉花糖-再見王子
https://youtu.be/BKtwah67B9c
陪我走過17歲失戀的歌，不曉得那時哭了多少～
雖然棉花糖不在了，但看到兩人都還好好地在音樂這條路上走，那就好了QQ

非人物種-擺渡人
https://youtu.be/M6MrFl3bePE
非人超帥帥啊～他們快發新專輯了懇請支持！！！

五五身-你們是高牆【巨獸感動限定版】
https://youtu.be/rUXLk4X97jo
原本以為是小清新的民謠樂團，在音樂節看過現場發現自己誤會極大XDDD
聽完他們的歌就找了主唱買EP這樣xD

6. 何時接觸非主流：

高中的好姊妹們有兩個熱音社，自己也常跑他們的活動就開始慢慢接觸（幾乎全勤xD）
2011年台大藝術季/台大電影節第一次看就重重被棉花糖跟Tizzy Bac打到QQQQQQ
沒記錯的話台大電影節那天還是Tizzy Bac《告密的心》發行日xD
也開啟我看樂團Live的路～～～

後來會越聽越多也是五月天的關係，除了他們自己很愛推薦
自己為了瞭解他們的樂團時代發展背景，跟著聽了不少老(?)團，發現還蠻棒的xDD

開始會跑音樂節後，喜歡的團就呈現倍數發展的趨勢 囧>

7. 想說的話：

恭喜開版！當初是從Dcard看到版主宣傳飄過來的
獨立音樂/樂團要開專版好難，有這個版真是太好了～
好想學吉他，好想cover喜歡的歌，求不吵到小套房鄰居的方法～～～QQ

                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016
--
","['mibwithray', 'mibwithray', 'mibwithray', 'tracy25', 'Yanagi5566', 'Yanagi5566', 'YCYShu', 'min0718s']","[': 那是我20歲的失戀歌而且那是我喜歡的人最愛的歌 再見', ': 王子每次聽都會想哭嗚嗚', ': 你該不會是我高中同學 但他是120 QQQQ', ': 推GAGA', ': 推薦去TCRC 上次看草東巫堵在我面前solo', ':  http://i.imgur.com/YZiFrp2.jpg', ': 音樂節是個推人入坑的東西', ': 推傷心欲絕']"
49,[分享] 鄭宜農X謝震廷加場確定,Tue Apr 19 09:58:26 2016,a102203028 (ㄏㄏ小昊),"

鄭宜農 Enno Cheng X 謝震廷 我們唱著彼此的歌 好評加場！

不管前一場是因為各種天災人禍、期中考、草東還是伍佰、
感謝表演者們全力配合、
5/7（六）確定加開場次啦！
週三中午十二點indievix、ibon開售、不要再錯過了喲！

本次視覺設計：郭欣翔
（本場次也將有限定海報販售）http://i.imgur.com/riCT45Y.jpg

來源：https://www.facebook.com/apamini/photos/a.353213604875834.1073741829.342682885928906/485742478289612/?type=3

-----------------------------------------------------

太好了有確定加場
上次真的各種撞場
各種天災人禍啊
-----
Sent from JPTT on my iPhone

--
","['Yanagi5566', 'Yanagi5566', 'Yanagi5566', 'lovestayreal', 'MollyChen', 'Yanagi5566', 'rrr518', 'blueskymaple', 'Yanagi5566', 'bubble0410', 'MollyChen', 'bubble0410']","[': 來台中啊（怨念', ': 草東還伍五百wwww', ': 可惡爛手機-.-', ': 推推', ': 希望這次可以搶到票啊~~~', ': 對了 記得加分類喔xDD', ': E編輯 ctrl+x儲存  T改標題  手動加分類', ': 台中呢(目光死', ': 推 專業桶版版主', ': 徵一張 忘記今天開賣QQ', ': 讓我有買到開心~多虧可靠的網路XD', ': 徵到都快哭了']"
50,[自介] rrr518,Tue Apr 19 22:07:13 2016,rrr518 (理沙),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：rrr518


2. 暱稱：3r~


3. 星座：獅子!


4. 喜歡的樂手或樂團：小城星電台!


5. 喜歡的歌曲：
我好懷念櫻桃幫 QAQ

再見我的愛       這應該大家有聽過 ><
https://www.youtube.com/watch?v=uqI039iNGKM


不過我想推薦小城星電台 !!

昨天我不懂的事問題
https://www.youtube.com/watch?v=1KdcDslEB-c
蔡欣本人超可愛的喔~
阿賣笑容也很靦腆 XD

跟大家分享簽名EP!
http://i.imgur.com/2rAL5nh.jpg

不過他們的祝福還沒有實現呀QQ
(徵女友
6. 何時接觸非主流：
高中!
我想愛玩吉他的孩子對非主流都不陌生
很多非主流音樂真的超讚的!!!!

7. 想說的話：
耶~ nms音樂板越來越好~~~
不過大家要多多支持鄭正版唷!
大家的熱(ㄑㄧㄢˊ)情(ㄑㄧㄢˊ)
是非主流音樂的原動力!!!


                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['blueskymaple', 'chihh96338', 'cloudylove', 'Yanagi5566', 'yaGaga', 'yaGaga', 'Yanagi5566', 'Yanagi5566']","[': (徵女友', ': 頭噓', ': 我的EP剛簽完拿回來就被自己的手不小心弄糊了Q_Q', ': 查查!!', ': 再見我的愛那時候也是老天爺啊給我愛的主題曲所以更喜歡XD', ': （跟宮野蠻王妃完全撞檔啊嗚嗚）', ':  http://i.imgur.com/uTMZpsK.jpg', ': 查查讚讚去聽原子邦尼啊ˊˇˋ']"
51,[問題] 朋友被背叛除了背叛還能聽什麼,Wed Apr 20 02:11:13 2016,Yanagi5566 (奶姬56),"
如題
曾經有個女孩
為了一個男的不斷的等待
他的研究所他的比賽他的留學
她卻放棄了一切
她的指考她的轉學考
終於三年
一切都沒了
男生給的承諾沒兌現
他的自私給了女孩一場空
看著她付出卻受傷

如果朋友被背叛要給她聽什麼歌OAQ

--
        ■■■  ■■■■■  ■■■  ■■■■■  ■  ■  ■■■  ■  ■■■ 
■  ■  ■  ■  ■  ■      ■  ■  ■  ■  ■  ■   ■  ■ 
■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■  ■  ■■■  ■  ■ 
■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■ 
■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■■■  ■■■  ■  ■■■ 
 視聽劇場 →Music_World →Music_Area →nmsmusic

--
","['holishing', 'Kaverson', 'chihh96338', 'chihh96338', 'jcto04', 'Yanagi5566', 'lili1392020', 'rainbowlian', 'fish510468', 'xd8877940', 'min0718s', 'rrr518', 'rrr518']","[': 為什麼那男孩要離開，女孩不明白', ': 法藍-打雷了 https://youtu.be/WjVA9Sm9MG8', ': 斑馬斑馬', ': 你可以親自彈給她聽', ': https://youtu.be/UX8nRhZV-W0', ': 想到斑馬就想到小敏', ': https://youtu.be/lbtsdWlgPnA   愛的大逃殺', ': http://youtu.be/aI-pG_xEnmk 推Trash!!!', ': 聽 傷心欲絕~~~', ': 獻給總是美麗的你 https://youtu.be/hLGQJFAqedM', ': https://youtu.be/Nmx57ulqodI', ': https://www.youtube.com/watch?v=uF3Vg_aR_ys', ': 可是我這個不是非主流   所以貼了結人的翻唱 XDDDD']"
52,[情報] 小城星電臺 啊賣! 校園巡迴!!,Thu Apr 21 09:25:34 2016,rrr518 (理沙),"
http://i.imgur.com/gxfUPCR.jpg

啊啊不過我有點晚知道這資訊

逢甲 大同 慈濟 文化 的板友可以支持一下唷~~

-----
Sent from JPTT on my Asus ASUS_T00F.

--
",['Yanagi5566'],"["": 東海唉o'_'o""]"
53,[分享] 輕晨電-夢的不正常延伸 開箱文,Thu Apr 21 22:31:52 2016,Yanagi5566 (奶姬56),"
http://i.imgur.com/fJ9kBns.jpg
專輯封面輕晨電團員如夢似幻開場
紙材表面沒什麼處理
摸起來粗糙的感覺特別有質感

http://i.imgur.com/ssfthU2.jpg
背面有輕晨電的logo還有曲目
才發現這專輯有隱藏歌曲！！
我們背對著青春跟法國片
都被收錄在內

http://i.imgur.com/E4Kxn5t.jpg
打開看
潛意識的世界
時間停止搬墜落的物品和文字
雜亂的堆雜著

http://i.imgur.com/7AtHod1.jpg
黑色的光碟
像被撥開後最深層的夢
躺在裡面

http://i.imgur.com/Y6xiZ4z.jpg
不規則的世界

http://i.imgur.com/zbXEwf9.jpg
把專輯拿開可以看到劉以豪的帥臉（誤

曲目：
1. 我們背對著青春  4:24
https://youtu.be/tYrN3exd2Sg
2. 一切都沉睡了  4:26
3. 法國片  4:32
4. Green  4:40
5. ______

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
",[],[]
54,[自介] p10218,Fri Apr 22 01:49:53 2016,p10218 (alan0923),"

☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
--

1. 唉滴：p10218


2. 星座：Libra


3. 喜歡的樂手或樂團：滅火器 胖虎 麋先生 隨性 一步 TRASH 五月天 四分衛 嘴哥 董事長 先知瑪莉 HUSH 謝震廷 柯智棠 天梯 嗎啡因 和最近剛被推坑的草東 etc....


4. 喜歡的歌曲：
https://youtu.be/RzS-xCKQIlk

https://youtu.be/82T6W0X8iys

https://youtu.be/upUjlErMmO4

https://youtu.be/e3cY8GOI-4k

https://youtu.be/jPArWXBclwQ

https://youtu.be/ag8hpfe3A8g

https://youtu.be/kwVD7M7XlFE

https://youtu.be/x1MI783Xa8s

https://youtu.be/m60hjpNtq5k


最近才知道Ellegarden多年前就休團了好可惜哦QQ
https://youtu.be/AajTqj51zaY
還有我最喜歡的~~
https://youtu.be/Pv2O5el79hA

5. 何時接觸非主流： 2013
高一進吉他社時，跟著學長彈琴唱歌
我記得第一次是聽到晚安台灣跟海上的人
心想說:『哇靠!!!比我以前聽的xxx還有感情!!』從自踏上非主流的不歸路~~~
後來，知道看live後 也越發摟更多團

6. 想說的話：
龐克不能死 !!!!樂團不能散!!!
我愛用生命議題創作的音樂
濫情的就算了
最後祝我指考順利^^

-----
Sent from JPTT on my Asus ASUS_Z00AD.

--
","['a102203028', 'Yanagi5566', 'blueskymaple']","[': 指考加油！！！', ': 指考加油！', ': 指考加油！！(我也是XD']"
