,標題,時間,作者,內文,留言作者,留言
289,[戀愛] シギ,Mon Aug  5 20:26:27 2019,as259678 (Life*),"

這個七、八月，十鼓辦了囪擊音樂祭，台南有音樂祭就是感動

第一次辦音樂祭，雖然有些需要改進的地方

但還是謝謝你們，希望還有下一屆！


看到了表演名單就去找來聽

後來聽到シギ的時候很驚豔

後來才知道他有唱過銀魂的片尾

在Spotify找不到她的歌，只能在Youtube上聽QQ

聽了好幾輪之後就成了這次最想聽的表演者


然後昨天終於可以一睹現場了，下午彩排小聽一下就超棒

表演前試音時就看到シギ在舞台上走來走去發聲開嗓

旁邊樂手的樂器很特別，我是第一次看到，叫做「オンドモ（Ondomo）」

然後不要看シギ小小隻的，唱起歌來氣場超強大，丹田超有力！

表演時有殺氣，表演後又超可愛的說謝謝，反差萌超圈粉

最後シギ還很抱歉表示沒有安可

但是台下一直喊安可，主辦後來就說Ok了，加唱一首完全賺到


原本聽Youtube就很愛了，聽了現場直接變迷弟

因為數位聽不到，所以現場就把專輯都掃了

而且賣得超便宜，跟原價比起來超級佛

希望之後能來台灣開專場啊啊啊


看表演喜歡紀錄現場，所以有些照片

https://i.imgur.com/NMOcrTA.jpg

https://i.imgur.com/xIUH8dw.jpg

https://i.imgur.com/gGqIaBe.jpg

https://i.imgur.com/sm6WBbh.jpg

https://i.imgur.com/weZQ0aQ.jpg

シギ的衣服好好看啊想買

也放一下シギ的歌

https://youtu.be/y822MkVdg4E

https://youtu.be/r_kNXcQ2qQ8


很喜歡囪擊的intro，雖然讓我一直想到火影忍者

很可惜幾週看下來的觀眾不多，表演者都很棒啊！

而且也有辦比賽、DJ跟講座，比賽獎金超高！

這周末就是決賽了，大家快去看啊

希望十鼓不要氣餒，也希望能再繼續辦

謝謝十鼓！

台南需要更多音樂祭~



--
","['ringohejia', 'Yanagi5566', 'Yanagi5566', 'SuperRoMay', 'JJHu']","[': ♥♥♥♥', ': 不知道為什麼日團反差萌都超重的', ': 在台下都很可愛www', ': シギ在台上真的是帥翻了>///<', ': 推推']"
290,[問題] 煩請KB手、鋼琴手請進,Tue Aug  6 15:44:17 2019,cook840787 (揚),"
各位資深KB手安安

我有個問題想請教你們

就是啊

有一個技巧是用手嚕鋼琴琴鍵

從低嚕到高 或是從高嚕到低

請問這技巧叫做什麼啊？

因為我不知道名字所以連要Google都無法下手

另外還有鼓手在進歌前

會用鼓棒敲四下High-Hat (是這樣拼嗎？)

那個技巧又叫做塞印？

有沒有鼓手大大知道它的全名啊？

以上是我的問題

說實在我也不清楚有沒有錯版

剛剛翻了一下音樂版 似乎不是在討論這塊...

所以才來我平常就有在看的獨立音樂版發問

反正這邊的高手應該也不少XD

打擾各位了！

--
","['Yanagi5566', 'irenewill', 'kb24leo', 'kb24leo', 'kb24leo', 'dalin59', 'dalin59', 'hp0024', 'hp0024']","[': 滑起來！！  kb那個叫滑音吧', ': 有keyboard板和piano板喔', ': 通常是叫hihat啦但沒差', ': 然後那個叫sign in，就是一個對點跟建立速度的概念，敲幾', ': 下就看歌跟個人習慣', ': 對我來說sign in還有一個功能是告訴樂手們現在要準備開', ': 始囉！這樣的感覺', ': 我都直接說滑鍵盤反正大家好像都聽得懂(?', ': Sign in我中文都叫它預備拍']"
291,[戀愛] 午夜乒乓,Tue Aug  6 19:16:20 2019,ringohejia (),"

會不會因為獨立音樂找到真愛呢？

會哦


緣起於去年九月有位自稱老妹的網友

在網路約午夜乒乓「夜的輪廓」 w/ The Fur.
https://i.imgur.com/CKFkijB.jpg

喝醉的晚上寄信衝了，真的很衝動，因為在這之前我幾乎都一個人去聽團

-----------

「漫步在 哀傷的雨中 感受到 震動的心跳」--青春劇烈物語

之前聽乒乓，前面跳的大部分是妹仔

所以自然站遠遠的，畢竟前面太香怕很不習慣

這次跟她一起去，也就自然跟著進去撞，第一次進乒乓圈圈撞

阿~~~乒乓好好玩~~!!!


「就像~巴黎的輕風迎面而來
這樣的法式的香甜　令人無限回味」--巴黎影院

就是這樣的瞬間我同時陷入乒乓跟愛情

於是我們開始約下一團、下個音樂祭

感謝去年在高雄SPERO的金音獎活動

在愛河邊喝酒聽音樂，我們戀愛了♥♥

這位愛衝撞也喜歡上去衝浪的老妹(實際上比我小)，現在成為我的愛人

我們這年一起聽了好多團各種音樂祭好多不同的音樂類型

她聽晨曦的60km/h會哭

我聽先知瑪利的醉難寫的歌會哭(聽這首歌就想到過世的毛小孩)

開心的歌就一起跳，現在我們都超愛shoot up！


「給我感受你的音樂 感受你的一切
給我生存的感覺 來對抗懦弱的世界」--午夜的直球對決

喜歡乒乓的歌詞跟旋律
去年TAKAO ROCK在SPERO旁海邊的表演
海風吹來的鹹味配上乒乓開心的音樂
我一輩子都不會忘記

最後祝大家也能因為音樂遇上開心的事


--
","['lgng66133', 'WeiTitan', 'mxsonly', 'Yanagi5566', 'SuperRoMay', 'stacysha', 'JJHu', 'NTUpark', 'liz1412', 'sh9129', 'Workshy', 'gp999', 'squidsoup', 'marshmallowH', 'cin8', 'uucb', 'cerealan', 'mickkanw', 'themask7742', 'Cow155115']","[': 我怎麼看到的是空白文QQ', ': 祝你們情人節快樂～', ': 眼睛痛QQQ 祝你們幸福快樂啦嗚嗚嗚', ':   為什麼你們都看得到內文', ': 本文沒有內容!!!!', ': PO空白文會被S!!', ': 真正的戀愛瞬間XD', ': 只看到白光QAQ 恭喜你們', ': 啊我的眼睛！', ': 推～恭喜！我也喜歡這幾個團哈哈哈', ': 板主!板主!可以讓人家這樣閃了又閃，閃了又閃的嗎？', ': 好應景啊！邊哭邊推……', ': 這麼幸福的故事我才不推呢 哼', ': 這篇是要關燈看（？', ': shoot up音樂一下就會自動跳起舞來ㄋ！開薰！', ': 祝你父親節快樂', ': 推推 好幸福哇', ': 今天邦傑要來中壢 超爽的', ': 推午夜乒乓', ': 很棒']"
292,[戀愛] イルカポリス 海豚刑警,Tue Aug  6 21:54:14 2019,DarkMooon (樂黑楓糕),"
簡單生活節第二天最後一團是原子邦妮

一直以來都沒機會聽現場，好不容易找到了機會，拉了朋友趁早卡位。


原子邦妮前一團是海豚刑警。

他們的歌曲只在線上聽過，當時看完歌名聽完歌詞，腦海中只浮現「J系三小」

難得巧遇，就坐在草皮上好好來看他們會怎樣來呈現。

開始演出前，伍悅手上拿著一瓶酒，問觀眾說，有人要喝嗎？

前排立馬暴動，

「噴我！噴我！」女生獨有的高分貝直接穿刺我的耳膜，而且還不只一位

爭來爭去，為了就是被酒倒。

伍悅將酒往下面灑，我的耳膜迎來第二波的尖叫。

　
「這團的粉絲是發生什什麼事情了，也太ㄎㄧㄤ了吧。」我對著旁邊的友人這樣說

也就是這個瞬間，被那股粉絲的向心力還有海豚刑警演出時的talk給吸引。

回去之後將他們的歌重聽了一輪，訪談都找來看過一遍。


才稍微明白，粉絲之所以會這麼瘋癲就是因為這個團太不正經了。

不過我也不是個什麼正經的人，就這樣默默被圈粉了。


--

覺醒音樂祭前幾天，一個台南人學長密我說

「你是不是很迷戀海豚刑警阿」

我就把這段故事跟他說了一次。

接著他傳了一張伍悅躺在沙發上玩switch的照片給我

「你是不是說這個低能ㄦ」


嗯...果然...是個台前台後都很可愛的女孩子呢...

--
███◣               █         ◢█◣  ◣         ◢██◣    ▂▃█▃▂
 █   █ ◥█◣  ▇◢◣█◢◤     █▂█  ████   █◢◢█    ▅▆▄▆▅
 █   █   █  █◤  █◤ ◢◤▂█  ▃◣◢▃   █◢◤█  ▄  
███◤ ◥█◣ █ ▁◥◣ ◢◤  ▃▃▃▃   █◤◤◥◣  ◢▄▄▄◣ 
      ◢◢◢ ◢▄◣ ◢▄◣ ◢▄◣ █◢█ ▃▃▃▃   ◥wnqui ◥◤█ ▂▄ █ 
      ▊▊█ ◥▄◤ ◥▄◤ ◥▄◤ █◤█ █●●◥◣             ◤ ▃▅ ◥

--
","['JJHu', 'ringohejia', 'hugh60206', 'Joyoung31', 'xmasgangfox', 'newonekung', 'simonechang', 'clark2644', 'clark2644', 'cerealan', 'mickkanw', 'mickkanw', 'mickkanw', 'mickkanw', 'Yanagi5566', 'leiwen89', 'cloudylove']","[': 推推推，原本也要寫的，被您寫走了XD', ': 不正經好可愛啊!!!', ': 也許婐悶子肆一ㄍ差肩而過', ': 推豚悶0.0', ': 真的ㄎㄧㄤ的很可愛', ': 週六新竹ㄎ一ㄤ', ': 城市逃亡羅曼史超好聽', ': 在逃亡吧！都市漁人被圈粉了', ': 他們之前有COVER小步舞曲ㄟ', ': 婐也最愛城市逃亡羅曼史.......', ': 我愛上伍悅是看到她唱少女 他有個個人yt頻道 放很多她的', ': cover', ': https://reurl.cc/Wj0kL', ': 聽完絕對再次愛上她<3', ': 其實寫同一團沒關係啦～ 畢竟看團經驗不同嘛～', ': 她的少女真的超好聽！！', ': 少女好聽！']"
293,[分享] 有人也喜歡噪音龐克嗎? 一日小型音樂節,Thu Aug  8 19:38:26 2019,NTUPMC5566 (普普五五六六),"
小弟很喜歡共犯結構和迷幻樂團Dope Purple
但看版上好像沒啥討論過
上週末一個人去大稻埕看煙火
看完覺得還是一個人聽龐克就好了

這次他們找了日本傳奇樂團melt banana來台灣表演
有沒有人星期天要一起去看?

聽說melt banana上次來已經是十年前了
那時候還是小學生
這次一定要看到 超猛炸帥!!!

當天好像還有其他好幾個日本團
但小弟不太認識

補個line up：
  Melt-Banana (JP)
  Jailbird Y (JP)
  P-iple (JP)
  満州候補者 (JP)
  共犯結構 Accomplices
  Dope Purple


melt banana：https://www.youtube.com/watch?v=wOVE9eAU5Tg

活動頁面：https://reurl.cc/p71QQ
accupass：https://reurl.cc/Ax7xQ


--
","['Verve', 'dean2937', 'fordayever', 'enthu15']","[': 剛剛聽了一下好像很爽 可惜我也是小弟', ': 會去朝聖ㄌ', ': 推共犯結購！', ': 昨天去前夜祭 香蕉吉他手Agata 超超超帥!!!!']"
294,[閒聊] 0808 鄭興 雨季不再來 加場 歌單,Fri Aug  9 00:11:36 2019,monch (不要叫我婆婆 我是虎姑婆),"


01. 開往三重的慢車

02. 積雨雲

03. 愛情朝九晚五

04. 最笨的思念（未發行）

05. 而我只能寫信

06. 風吹過羅斯福路 ft. 弈超

07. 你要的愛 ft. 弈超（原唱：戴佩妮）

08. 岸（未發行）

09. 告別的練習

10. 外婆的腳踏車（新歌）

* 今天聽眾是全宇宙前五百個聽到這首歌的幸運兒呢 XD

11. 雨季不再來（新歌）

12. 台北下的雨

/安可/

13. 現象學

14. 城南

-----

最後一首城南的第一句歌詞響起不由得笑了
「天空慢慢下起雨了還不回家嗎」XD

聽了兩三年鄭興的歌，終於第一次有機會聽現場
真的很好聽呀！！（內心奔騰）

期待新專輯再次巡演～

-----

歌單有錯誤請再跟我說，我再修改 XD


-----
Sent from JPTT on my HTC_U-3u.

--
","['wei82519', 'monch', 'monch', 'yupingsowhat', 'ToughPanda']","[': 最笨的思念是未發行的舊歌唷xD', ': 好 改一下 XD 岸也不會發也不知道怎麼下註解 XD', ': 改成這樣好了 XD', ': 禮拜六要去聽 想知道排隊進場的人潮QQ', ': 星期六要聽+1....超怕排到後面而已']"
295,[問題] 樂團的夏天Mr.Woohoo？？,Sat Aug 10 03:17:40 2019,changzon (changzon),"
說實在的 很喜歡這個節目

以前的搖滾各種風格都來了

但是我還是搞不太懂為什麼Mazka他們這團

分數一路走來都偏低

反而是一些 我覺得學習模仿風格 很普通的詞也普普的

可能是我個人喜好問題 我覺得mazka的音樂很好

順帶一提 樂隊的夏天 很多唱的根本沒法進錄音室 我樂隊的夏天裡面 除了mazka 就新褲
子 海龜先生 皮箱 旺福

說真的 我還是搞不懂mazka的分數怎麼都普遍低 他們的音樂聽起來很舒服 編曲 旋律又
多 主唱聲音又很棒 我看到那期古拉莉唱完以後的分數我真的是快吐血 明明很完整的表
演 旋律編曲跟女聲 還有節奏感

很多大陸網友說什麼mazka很油 沒有瑕疵

我傻眼 會嗎？他們唱的不是很輕鬆自然嗎？就雷鬼

海龜先生也是 演唱作品也是挺好 而且我感覺也不是小眾歌曲 是真的可以沈浸的歌

我承認是有個人喜好主觀在裡面 但我覺得分數應該沒那麼低吧


還是中國喜好跟台灣不太一樣？？？

--
","['bubble0410', 'ConMilkTaro', 'mercurycgt68', 'mercurycgt68', 'sickiam', 'ismydear', 'ismydear', 'ismydear', 'ismydear', 'monch']","[': 好聽不代表能夠打動台下的人吧', ': matzka', ': 管他的中國 連顛覆政府之類歌詞都不能唱的國家 品味', ': 是會有多好', ': 從頭到尾名字都能打錯也不簡單', ': 看他們樂隊的詞很有趣 例如子健和彭磊的詞都寫的非常好', ':  有批判有思考 卻都不是直接指涉一個直接的人事物 這是', ': 和台灣的差別 而且新褲子還被改了歌詞 沒有理想的人不', ': 傷心 死在我面前變成站在我面前', ': matzka表示']"
296,Re: [問題] 樂團的夏天Mr.Woohoo？？,Sat Aug 10 17:37:15 2019,ismydear (ismydear),"
","['asd860079', 'asd860079']","[': 盤尼西林那一集也有類似的想法 聽起來像是Matzka+4個', ': 樂手 感受不太到屬於Mr.WooHoo的東西']"
297,[情報] YELLOW~~~~~,Sat Aug 10 20:32:30 2019,aa8816 (c8c8),"
前陣子YELLOW 發行首張EP《都市病》入圍也獲得了今年的金曲獎
最近9m88的新專輯他們也有參與
不得不說YELLOW的現場真的很讚啊
最近剛好有跟他們專訪
快來看看他們的專訪吧 !
傳送門：
https://youtu.be/a9V3G-NFv3M

--
","['torsofu', 'mnbvcxz1234']","[': 有yellow有推', ': 推推~~~']"
298,[戀愛] 不小心嗑到晨曦光廊的心靈瀉藥,Sun Aug 11 17:30:17 2019,mxsonly ( ),"


嗨大家好，本人是個超級菜逼八聽團仔，
人生一直到去年才開始聽一些比較非主流的歌，開始認識很多獨立樂團。
並且今年才開始會跑音樂祭。

我一開始是在串流平台上被「晨曦光廊」這個團名吸引到的，
在好奇心驅使之下點開了音樂來聽。
那時候對後搖還沒什麼概念，只覺得這團的歌聽起來感覺很特別、有些暖味，
還滿對我味的。但也因為鮮少有人聲所以常常聽到後來都被我當成BGM放著就播過去了。

-

一直到今年的浮現祭，買了票之後研究起lineup，
發現晨曦光廊也有參演，想說那就去看看吧！

在演出之前我還一直在想晨曦光廊的表演到底長怎樣，他們真的要純演奏四十分鐘嗎？
這樣要怎麼帶氣氛？跟臺下沒有互動的話不會很怪嗎？
事實證明我實在太狹隘了，看了現場之後發覺上面那些困惑根本都超多餘超愚蠢！！
（在此跟所有後搖團道歉，後搖根本超讚啊）

樂器的演奏、樂手們全身心投入表演時的肢體語言、情感的流動，
到臺下聽眾隨著旋律節奏擺動身體和變化的表情，都可以感受到全場是融為一體的。
不需要言語、不需要特別帶氣氛，
音樂自然會領著每個人感受自己的情緒卻又能相互共鳴。

這對我來說很新鮮，感受很強烈、很震撼、很感動，覺得很有魅力。
並且歌曲該炸的夠炸、好哭的好哭，
看完現場嗨完哭完感覺自己仿佛整個人都被掏空洗淨了一番，
非常療癒且爽快。不愧是心靈瀉藥XD


唯一的缺點就是看過現場之後聽串流、CD都覺得不夠\(*T▽T*)/
於是後來又跑了幾次看晨曦現場，自己去不了現場的時候也是到處看別人PO的影片
整個直接掉進坑底（相見恨晚啊啊啊啊啊懊悔錯過專場TT）

真的超級喜歡看他們在臺上轉圈圈亂跳亂跑的樣子，感覺真的很投入很享受
團員們talking很ㄎㄧㄤ這點也好喜歡(￣▽￣)

這心靈瀉藥真的太讚了我要多嗑一點！

https://i.imgur.com/EYzMTiS.jpg


--
","['JJHu', 'ghedkhl', 'SuperRoMay', 'jcto04', 'ringohejia']","[': 看這文章內容果然夠ㄎ一ㄤ，推推', ': 推推', ': 聽晨曦現場之後就回不去了', ': 大推晨曦', ': 推!!']"
299,[情報] 重金屬桌遊趴,Sun Aug 11 21:07:22 2019,Yanagi5566 (持續厭世中),"
https://i.imgur.com/QjK1B37.jpg

#重金屬桌遊趴

黑夜能帶你逃離白天的暴躁
搖滾能帶你看透人生的無奈

逃吧 你想躲到哪個年代
走吧 飛離北半球想去哪

在這個爆炸的年代 我們一路南向逃離這個世界

-
PTT NMS 휠M.F.B
非主流音樂板與重金屬布朗尼工廠要帶給大家來自南半球及南台灣的兩大搖滾桌遊

AC/DC Monopoly ＆ 高雄大空襲

-
8/24 14:00-19:00 @重金屬布朗尼工廠 M.F.B
現在就報名 https://forms.gle/Sd829A84L7mw7GAw8

#僅此一場
#限量10人
#南北樂迷一起報名
#ACDCMonopoly
#高雄大空襲
#新南向

--
非   ■■■  ■■■■■  ■■■  ■■■■■  ■  ■  ■■■  ■  ■■■   貳
主    ■  ■  ■  ■  ■  ■      ■  ■  ■  ■  ■  ■      ■  ■   零
流    ■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■  ■  ■■■  ■  ■   壹
音 ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■  ■   陸
樂 ■  ■  ■  ■  ■  ■■■  ■  ■  ■  ■■■  ■■■  ■  ■■■   創
    視聽劇場 →Music_World →Music_Area →nmsmusic

--
","['xdanielzero', 'paperdrum', 'paperdrum', 'JJHu']","[': ㄍ!爆地點!', ': 重金屬布朗尼超好吃！', ': 呃 現在發文然後8/10以前通知？', ': 推推']"
300,[戀愛] 相対性理論,Sun Aug 11 22:51:12 2019,SuperRoMay (圓子大神),"
想很久決定將我的戀愛獻給相對性理論XD
接觸他們歌曲的時間很早，約莫在我高中時期，距今可能快十年的光陰。
之前聽Spotify的時候，播到令人在意的歌曲(vocal)，特別看手機才發現是他們的歌。這
才開啟我認真聽相対性理論其他歌曲的契機。

初次接觸是〈LOVEずっきゅん（LOVE Zyukkyun）〉，雖然聽不懂，可是聽到主唱唱到「
啦哺 啦哺 啦哺Zukkyun」的時候，我的心真的會揪一下，很像doki doki的感覺吧(?)，
所以才會決定推這團。

因為主唱的聲音，真的很可愛、很洗腦、很療癒，光是聽到那柔柔軟軟的聲音，就覺得內
心變柔軟了呢。
應該說，再怎麼鬱悶、煩躁、憤恨不平，聽到這歌聲，就覺得無法再保有那些情緒呢。

-
因為我對這團沒啥資訊，也沒看過人家Live，所以就來推推我特別喜歡的洗腦歌好了XDDD


我的入坑曲
LOVEずっきゅん
https://youtu.be/nFG4oQE1Et8

Miss Parallel World
https://youtu.be/t2nTZrPQFFc
這首歌洗腦程度很高，絕對要慎入XD

FLASHBACK
https://youtu.be/jbczIiBcuoE
單純覺得FLASHBACK那邊超洗腦，聽完會一直在腦中FLASHBACK FLASHBACK……

My heart hard pinch
https://youtu.be/yED1aD0SaXM
可愛的五十音之歌XD
不確定有沒有五十音都唱到，可是唱起來真的好順口捏。

-
另外我覺得他們歌曲的Bassline都滿好聽的，這可能也是我愛他們的原因吧。


--
","['Tingzy', 'britkid', 'SuperRoMay', 'CreeperC']","[': 超喜歡テレ東～～', ': 一定要推さわやか会社員https://reurl.cc/Da50d', ': 嘿嘿以上兩首我也都喜歡～～～', ': 大推ムーンライト銀河～']"
301,[戀愛] 愛是唯一　love_1,Mon Aug 12 15:29:15 2019,fred5566a (slideaway),"
love_1 愛是唯一 - 愛是唯一 (Full Album)

https://youtu.be/SmI-h5Kqtto





　　愛是唯一在今年四月初的時候一直出現在我的youtube首頁，坦白說看到團名我還以
為是什麼宗教頌歌。欸我明明最討厭這類正面洗腦音樂的啊怎麼推薦我這個？
有一天不小心點了進去，前奏誘人的bass line和主唱那句略帶戲謔又不失性感的"" Every
t
-ime I’m walking out the door Forget to bring enough money ""把我拖進了另一個
世
界。



   Fuck You.


   在落日飛車今年的強大單曲<Vanilla>推出後我又不小心受孕了，今年健保卡的卡費繳
了嗎？巷子口的那間婦產科帶我去好嗎？當下正處於有點台灣歌荒的我，在天時地利人和
下一不小心就進入了號稱台灣最深情樂團的陷阱。



　　就當我以為<Everytime>已經足夠屌的時候，<Galala>尾奏充滿魔性的吉他solo彷彿
先把我拖進未知的深海，再高高舉起往天上擲出。單聽這段還以為是哪個國外的後搖團，
當天晚上我就聽著<Darling>入眠進入金光之鄉。


　　而我在整張專輯最喜歡的莫過於<Lover’s Hell>了。如同傷心欲絕的主唱許正泰所
說的－「它的吉他solo很邪門，聽過之後我在每個夜晚的街上獨行時腦袋都被它佔據，很
霸道很野蠻地殘留在我心裡，我在半夜的月光下的冷風裡縮著身體，心情太澎湃了......
.
.」這首歌最可怕又殘忍的是，以為終於能夠去地獄了，卻一起抽著上了天堂。舉凡聽過
的
人無一不喜歡，沒有能夠不陶醉的。



　　後來看了團員兵役前暫別場的時間沒辦法跟，就去買了專輯把她聽爆。好在前一陣子
上了串流真的太方便了！

https://i.imgur.com/Yyv6Ht7.jpg



「一切會在哪裡結束？ 作惡的我，應當臣服 。感謝所有，善良的人。下次再會，還給你
們！」







不多說了，喜歡chill到法大的人真的不容錯過不只是號稱而是真的最深情的台灣樂團。

--
","['leiwen89', 'oray914', 'SuperRoMay', 'lily0904', 'mirja', 'mirja', 'wally840503', 'q076262018', 'yuan1213', 'stuartjjj']","["": 最愛lover's hell!! 最近真的是聽爆"", ': 推 我倒是最喜歡Galala的solo', ': 最愛sunshine XD', ': 最愛Darling', ': 最愛Darling +1 可惜女友覺得愛是唯一不合胃口QQ 浪漫不起', ': 來ˊˋ', ': 去秋out就是為了看他們 鼓手應該差不多要退伍了', ': 高雄場超爽 chill翻', ': 我最喜歡的三首跟你一樣！', ': 現場超爛']"
302,[交易] 售/落日飛車 出差 台北場,Tue Aug 13 20:50:56 2019,Hawkqwq (Jake),"

1.徵/售/換/贈：售


2.交易項目：落日飛車 台北場 D3區*2


3.交易價格：原價1500/張，售兩張2000含運費


4.交易時間：匯款後隔天寄出


5.交易地點：家裡(?)


6.備註：本來要找心儀的對象一起去但被拒絕了
願意拿票交換滅火器的彩虹748毛巾或甜約翰的絕版貼紙
擔心詐騙問題可加LINE


-----
Sent from JPTT on my iPhone

--
","['SuperRoMay', 'YJC1248', 'rc7410']","[': 幫QQ', ': 幫QQ', ': 幫QQ 已寄站內信']"
303,[情報] 官方群組名額釋出中,Tue Aug 13 23:58:39 2019,Yanagi5566 (持續厭世中),"

這次我們讓群組可以有新的發展方向

歡迎舊雨新知的加入

(也邀請各位選擇適合自己的群組加)

抱歉久等了
歡迎濁水溪以北的朋友加入N群！
南部的盆油也歡迎加入南群喔


#WeTheNorth：http://line.me/ti/g/K-_J1jueFu

=====J4濁水溪=====

新南向 http://line.me/ti/g/DcjRwbrH37






-
附上原先的群組：

(滿)北部群：http://line.me/ti/g/RplHrYdE9D
(滿)中部群：http://line.me/ti/g/CFonYUkwE8
-
(滿)覺醒群：http://line.me/ti/g/4b1dK3lZMr

這個群組定位比較特殊
在大概17年梁大為了覺醒揪團創的
最後也無心插柳人滿群了

之後發現適逢這類大型音樂祭
基本上所有群組都會動起來
覺醒群之後也轉變跟其他群差不多內容與性質
所以沒有必要再為了大型音樂祭加開群組

保留這個群組及名字是為了延續它的脈絡與故事

之後我們還是會朝向地域性發展 謝謝




對惹 點心好吃 音樂好聽 桌遊好玩

【 甜點 x 搖滾 x 桌遊 】 報名倒數中
8/24 14:00-19:00 ＠重金屬布朗尼工廠 M.F.B
現在就報名 https://forms.gle/Sd829A84L7mw7GAw8



--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['qwsp0912', 'kina', 'themask7742', 'stacysha', 'uucb', 'uucb', 'uucb', 'mco520', 'mco520', 'mco520', 'bluexox', 'mco520', 'bluexox', 'stacysha', 'fordayever', 'hello9998', 'mco520', 'astraywon', 'uucb', 'uucb', 'uucb', 'themask7742', 'britkid', 'britkid', 'JJHu', 'ashianQQ']","[': 北部滿了QQ', ': 北部滿了qq', ': 結果大家都亂入啊分群有差嗎', ': 地區只是參考&方便揪團，要加哪個其實不限制喔', ': https://line.me/R/ti/g/cfw47dILsa', ': 自己創的小群 需要活人~', ': 人最多50 歡迎各位朋友加入', ': 樓上這樣搭官方群組順風車好嗎，你們群組非本板能負責的', ': 出了什麼狀況要把板拖下水嗎', ': 為什麼要在官方群組的文下推你的群組，想打板主的臉還是？', ': 哇樓上很兇欸 派什麼', ': 派什麼不都把理由說了嗎', ': 哇笑死', ': 你們幹嘛噓ㄙˋ軒啦哈哈', ': 所以官方群組出事版主就會負責嗎？不懂噓點', ': 推重金屬布朗尼！', ': 奶姬請我吃派', ': 辛苦囉！不論如何都無法人盡滿意啊！><', ': 額 出事我會出面負責喔 本群跟官方無關喔', ': 如果版主覺得不適合也可以編輯刪除喔^^', ': 本意只是想找一起聽團的朋友喔 別誤會', ': 獨立音樂避免談政治？', ': 南部群掛了啦！', ': 誰來幫我加回去..', ': QQ', ': 要加群可以寄信版主，原po是版主之一']"
